"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"VEBONO" "VEBONO062032" 2016-06-30 "022 BCV" "DPBS02207-0052" 2032-06-17 5831 10 698484000 100.65 109.875 106.125164 15.1 4 14.1151213
"LETRA" "LTB082016" 2016-06-30 "022 BCV" "LTBS00816-0050" 2016-08-31 62 2 1.75e+08 99.1462 99.214 99.1801 0 0 4.800065414
"LETRA" "LTB102016" 2016-06-30 "022 BCV" "LTBS01016-0037" 2016-10-05 97 1 7.5e+07 98.8152 98.8152 98.8152 0 0 4.449918511
"LETRA" "LTB102016" 2016-06-30 "022 BCV" "LTBS01016-0028" 2016-10-12 104 1 7.5e+07 98.7308 98.7308 98.7308 0 0 4.449862267
"VEBONO" "VEBONO082017" 2016-07-01 "022 BCV" "DPBS07993-0039" 2017-08-11 406 1 523640374 114.65 114.65 114.65 14.37 4 1.050295546
"TIF" "TIF042018" 2016-07-01 "022 BCV" "DPBS08773-0016" 2018-04-12 650 2 521815804 120 127.45 120.2855414 18 4 5.884502792
"VEBONO" "VEBONO032019" 2016-07-01 "022 BCV" "DPBS08773-0043" 2019-03-28 1000 1 66421000 128.9582 128.9582 128.9582 15.04 4 3.84910122
"TIF" "TIF042019" 2016-07-01 "022 BCV" "DPBS08772-0026" 2019-04-18 1021 1 395254980 121 121 121 16 4 7.57804973
"VEBONO" "VEBONO062020" 2016-07-01 "022 BCV" "DPBS08771-0027" 2020-06-18 1448 2 597735581 121 126.2813 121.0132533 15.3 4 8.927680371
"TIF" "TIF032022" 2016-07-01 "022 BCV" "DPBS09345-0041" 2022-03-03 2071 1 1.17e+08 130.23 130.23 130.23 16 4 9.100845595
"TIF" "TIF042023" 2016-07-01 "022 BCV" "DPBS09345-0050" 2023-04-06 2470 1 44443499 127.75 127.75 127.75 16 4 10.25174278
"TIF" "TIF032028" 2016-07-01 "022 BCV" "DPBS01632-0011" 2028-03-30 4290 1 7e+07 115.47 115.47 115.47 15.25 4 12.68598443
"VEBONO" "VEBONO042028" 2016-07-01 "022 BCV" "DPBS01632-0039" 2028-04-20 4311 1 4e+07 127.1 127.1 127.1 16.1 4 11.80663199
"TIF" "TIF022029" 2016-07-01 "022 BCV" "DPBS01632-0020" 2029-02-15 4612 1 39500000 114.7 114.7 114.7 15.5 4 13.08825795
"TIF" "TIF022030" 2016-07-01 "022 BCV" "DPBS01632-0048" 2030-02-28 4990 1 66120000 120.5313 120.5313 120.5313 15.65 4 12.48459571
"VEBONO" "VEBONO032031" 2016-07-01 "022 BCV" "DPBS02207-0016" 2031-03-13 5368 2 408916050 111.25 112.7813 111.2687239 15.89 4 14.05152204
"TIF" "TIF022032" 2016-07-01 "022 BCV" "DPBS02207-0043" 2032-02-19 5711 4 619669000 100.8112 108.75 108.6120034 14.5 4 13.17851923
"VEBONO" "VEBONO062032" 2016-07-01 "022 BCV" "DPBS02207-0052" 2032-06-17 5830 4 503238000 101.0136 109 108.8394547 15.1 4 13.71429527
"TIF" "TIF032022" 2016-07-06 "022 BCV" "DPBS09345-0041" 2022-03-03 2066 1 60868904 130.23 130.23 130.23 16 4 9.089719346
"TIF" "TIF042023" 2016-07-06 "022 BCV" "DPBS09345-0050" 2023-04-06 2465 1 31890000 127.417 127.417 127.417 16 4 10.29910772
"VEBONO" "VEBONO022024" 2016-07-06 "022 BCV" "DPBS00760-0025" 2024-02-22 2787 2 76308000 116.5 116.5313 116.51565 15.84 4 12.43635107
"TIF" "TIF012026" 2016-07-06 "022 BCV" "DPBS00760-0034" 2026-01-08 3473 2 83720000 111 111.0313 111.01565 15 4 12.95990553
"VEBONO" "VEBONO032031" 2016-07-06 "022 BCV" "DPBS02207-0016" 2031-03-13 5363 1 403916050 111.25 111.25 111.25 15.89 4 14.05347653
"VEBONO" "VEBONO022024" 2016-07-07 "022 BCV" "DPBS00760-0025" 2024-02-22 2786 1 32114000 128.65 128.65 128.65 15.84 4 10.3441312
"TIF" "TIF032028" 2016-07-07 "022 BCV" "DPBS01632-0011" 2028-03-30 4284 2 129070000 121 121.0313 121.01565 15.25 4 11.89156831
"TIF" "TIF032029" 2016-07-07 "022 BCV" "DPBS00760-0052" 2029-03-01 4620 1 2e+07 112 112 112 15.5 4 13.49291541
"TIF" "TIF022032" 2016-07-07 "022 BCV" "DPBS02207-0043" 2032-02-19 5705 9 308142000 100.5 108.9687 104.8312521 14.5 4 13.73002793
"VEBONO" "VEBONO062032" 2016-07-07 "022 BCV" "DPBS02207-0052" 2032-06-17 5824 7 184801000 100.9966 108 104.099318 14.88 4 14.21218864
"LETRA" "LTB102016" 2016-07-07 "022 BCV" "LTBS01016-0019" 2016-10-19 104 2 1.5e+08 98.7242 98.7555 98.73985 0 0 4.417727688
"TIF" "TIF042018" 2016-07-08 "022 BCV" "DPBS08773-0016" 2018-04-12 643 2 3e+08 120 120 120 18 4 5.925847917
"VEBONO" "VEBONO032031" 2016-07-08 "022 BCV" "DPBS02207-0016" 2031-03-13 5361 2 329347000 112.7 114.25 113.6412565 15.89 4 13.70463411
"TIF" "TIF032031" 2016-07-08 "022 BCV" "DPBS02207-0025" 2031-03-13 5361 1 175245610 112.8 112.8 112.8 15 4 13.01944555
"TIF" "TIF022032" 2016-07-08 "022 BCV" "DPBS02207-0043" 2032-02-19 5704 2 116776000 100.5313 109 106.2054073 14.5 4 13.52570606
"TIF" "TIF032032" 2016-07-08 "022 BCV" "DPBS02207-0034" 2032-03-25 5739 1 123039110 112.25 112.25 112.25 15.25 4 13.36176402
"LETRA" "LTB092016" 2016-07-08 "022 BCV" "LTBS00916-0022" 2016-09-07 61 1 6.4e+07 99.1849 99.1849 99.1849 0 0 4.849958239
"TIF" "TIF012024" 2016-07-11 "022 BCV" "DPBS00324-0027" 2024-01-04 2733 2 6e+07 119 121 120 16.25 4 12.1277239
"VEBONO" "VEBONO022024" 2016-07-11 "022 BCV" "DPBS00760-0025" 2024-02-22 2782 1 38154000 118.5 118.5 118.5 15.84 4 12.07097993
"TIF" "TIF012026" 2016-07-11 "022 BCV" "DPBS00760-0034" 2026-01-08 3468 1 1.25e+08 120 120 120 15 4 11.49723476
"VEBONO" "VEBONO052029" 2016-07-11 "022 BCV" "DPBS01632-0057" 2029-05-10 4686 3 3e+08 120 121.75 121.0833333 16.04 4 12.67628114
"TIF" "TIF032031" 2016-07-11 "022 BCV" "DPBS02207-0025" 2031-03-13 5358 1 35700000 112.5 112.5 112.5 15 4 13.06089549
"VEBONO" "VEBONO032031" 2016-07-11 "022 BCV" "DPBS02207-0016" 2031-03-13 5358 2 4e+08 114 114.5 114.25 15.89 4 13.61726723
"TIF" "TIF022032" 2016-07-11 "022 BCV" "DPBS02207-0043" 2032-02-19 5701 1 2e+08 108.85 108.85 108.85 14.5 4 13.14414777
"TIF" "TIF042018" 2016-07-12 "022 BCV" "DPBS08773-0016" 2018-04-12 639 2 1.85e+08 120.0156 120.0156 120.0156 18 4 5.859149046
"VEBONO" "VEBONO062020" 2016-07-12 "022 BCV" "DPBS08771-0027" 2020-06-18 1437 1 1.5e+08 120.3944 120.3944 120.3944 15.3 4 9.057754088
"VEBONO" "VEBONO022025" 2016-07-12 "022 BCV" "DPBS00760-0016" 2025-02-27 3152 2 200336000 122 122 122 16.08 4 11.94074362
"VEBONO" "VEBONO052029" 2016-07-12 "022 BCV" "DPBS01632-0057" 2029-05-10 4685 1 1e+08 121.7813 121.7813 121.7813 16.04 4 12.58092968
"TIF" "TIF022030" 2016-07-12 "022 BCV" "DPBS01632-0048" 2030-02-28 4979 2 258728000 117 117 117 15.65 4 12.96126832
"VEBONO" "VEBONO032031" 2016-07-12 "022 BCV" "DPBS02207-0016" 2031-03-13 5357 3 7e+08 114.5 114.75 114.5982286 15.89 4 13.56773867
"TIF" "TIF022032" 2016-07-12 "022 BCV" "DPBS02207-0043" 2032-02-19 5700 5 345440000 108.6 109.5 109.1905512 14.5 4 13.09605315
"VEBONO" "VEBONO062032" 2016-07-12 "022 BCV" "DPBS02207-0052" 2032-06-17 5819 2 149544000 109.1 109.5 109.3 14.88 4 13.44235642
"LETRA" "LTB092016" 2016-07-12 "022 BCV" "LTBS00916-0031" 2016-09-21 71 1 87500000 99.0235 99.0235 99.0235 0 0 5.000093519
"LETRA" "LTB092016" 2016-07-12 "022 BCV" "LTBS00916-0040" 2016-09-28 78 1 87500000 98.9283 98.9283 98.9283 0 0 4.99989153
"VEBONO" "VEBONO012021" 2016-07-13 "022 BCV" "DPBS08772-0017" 2021-01-29 1661 2 71373000 111.5 117 113.7347386 15.65 4 11.69586251
"VEBONO" "VEBONO012025" 2016-07-13 "022 BCV" "DPBS00324-0018" 2025-01-09 3102 1 34525000 128.182 128.182 128.182 16.2 4 11.02981186
"VEBONO" "VEBONO022025" 2016-07-13 "022 BCV" "DPBS00760-0016" 2025-02-27 3151 1 34643479 129.0981 129.0981 129.0981 16.08 4 10.82833743
"TIF" "TIF012026" 2016-07-13 "022 BCV" "DPBS00760-0034" 2026-01-08 3466 2 10230108 118.6988 118.73 118.7144 15 4 11.69471947
"VEBONO" "VEBONO032027" 2016-07-13 "022 BCV" "DPBS00760-0061" 2027-03-11 3893 1 2e+08 119.5 119.5 119.5 16 4 12.62958288
"VEBONO" "VEBONO032031" 2016-07-13 "022 BCV" "DPBS02207-0016" 2031-03-13 5356 1 2.5e+08 114.7813 114.7813 114.7813 15.89 4 13.54171557
"TIF" "TIF022032" 2016-07-13 "022 BCV" "DPBS02207-0043" 2032-02-19 5699 1 38536000 108.85 108.85 108.85 14.5 4 13.14403667
"VEBONO" "VEBONO062032" 2016-07-13 "022 BCV" "DPBS02207-0052" 2032-06-17 5818 2 261459000 104 109 104.7082755 14.88 4 14.11832775
"LETRA" "LTB102016" 2016-07-13 "022 BCV" "LTBS01016-0046" 2016-10-26 105 2 1.5e+08 98.6664 98.6977 98.68205 0 0 4.579035107
"LETRA" "LTB012017" 2016-07-13 "022 BCV" "LTBS00117-0010" 2017-01-11 182 4 3e+08 97.3572 97.5606 97.4589 0 0 5.157406505
"VEBONO" "VEBONO012021" 2016-07-14 "022 BCV" "DPBS08772-0017" 2021-01-29 1660 1 13373000 117 117 117 15.65 4 10.84578242
"TIF" "TIF032031" 2016-07-14 "022 BCV" "DPBS02207-0025" 2031-03-13 5355 2 20904000 112.35 112.75 112.55 15 4 13.05344729
"TIF" "TIF022032" 2016-07-14 "022 BCV" "DPBS02207-0043" 2032-02-19 5698 11 979908000 100.5 109.5 108.2000545 14.5 4 13.23635001
"VEBONO" "VEBONO062032" 2016-07-14 "022 BCV" "DPBS02207-0052" 2032-06-17 5817 4 201956000 100.5 110 105.7858033 14.88 4 13.95527262
"LETRA" "LTB102016" 2016-07-14 "022 BCV" "LTBS01016-0046" 2016-10-26 104 2 7e+07 98.6434 98.6747 98.65905 0 0 4.704839546
"VEBONO" "VEBONO042019" 2016-07-15 "022 BCV" "DPBS08773-0025" 2019-04-18 1007 2 3e+08 112.1 114.25 113.175 15.2 4 9.681934832
"TIF" "TIF032031" 2016-07-15 "022 BCV" "DPBS02207-0025" 2031-03-13 5354 1 93670000 112.5 112.5 112.5 15 4 13.06030266
"VEBONO" "VEBONO032031" 2016-07-15 "022 BCV" "DPBS02207-0016" 2031-03-13 5354 1 35778000 113 113 113 15.89 4 13.79583238
"TIF" "TIF022032" 2016-07-15 "022 BCV" "DPBS02207-0043" 2032-02-19 5697 9 961734000 100.5 109.5 104.9514204 14.5 4 13.71178255
"VEBONO" "VEBONO062032" 2016-07-15 "022 BCV" "DPBS02207-0052" 2032-06-17 5816 12 732633000 100.25 110.25 108.1664894 14.88 4 13.60456633
"TIF" "TIF032031" 2016-07-18 "022 BCV" "DPBS02207-0025" 2031-03-13 5351 1 2e+08 113.35 113.35 113.35 15 4 12.94150658
"TIF" "TIF022032" 2016-07-18 "022 BCV" "DPBS02207-0043" 2032-02-19 5694 1 117434000 108.25 108.25 108.25 14.5 4 13.22905057
"VEBONO" "VEBONO062032" 2016-07-18 "022 BCV" "DPBS02207-0052" 2032-06-17 5813 7 684658000 106.25 110.25 109.0237856 14.88 4 13.48106267
"VEBONO" "VEBONO032031" 2016-07-19 "022 BCV" "DPBS02207-0016" 2031-03-13 5350 2 539694050 111.25 113.5 111.8160624 15.89 4 13.9679948
"TIF" "TIF022032" 2016-07-19 "022 BCV" "DPBS02207-0043" 2032-02-19 5693 6 800062000 100.4975 109.5 104.603838 14.5 4 13.76403004
"VEBONO" "VEBONO062032" 2016-07-19 "022 BCV" "DPBS02207-0052" 2032-06-17 5812 2 295755000 100.2411 104.0313 103.1171436 14.88 4 14.36366721
"VEBONO" "VEBONO122017" 2016-07-20 "022 BCV" "DPBS07989-0036" 2017-12-08 506 1 50960000 113.2163 113.2163 113.2163 14.33 4 4.404909956
"VEBONO" "VEBONO012020" 2016-07-20 "022 BCV" "DPBS08771-0018" 2020-01-02 1261 1 46140000 126.25 126.25 126.25 15.28 4 6.680771574
"TIF" "TIF032029" 2016-07-20 "022 BCV" "DPBS00760-0052" 2029-03-01 4607 1 2e+07 117.5 117.5 117.5 15.5 4 12.68510645
"VEBONO" "VEBONO032031" 2016-07-20 "022 BCV" "DPBS02207-0016" 2031-03-13 5349 1 135778000 113.75 113.75 113.75 15.89 4 13.68717488
"TIF" "TIF022032" 2016-07-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5692 1 45454000 108.9687 108.9687 108.9687 14.5 4 13.12693245
"LETRA" "LTB112016" 2016-07-20 "022 BCV" "LTBS01116-0036" 2016-11-02 105 2 1.5e+08 98.645 98.6763 98.66065 0 0 4.654395793
"LETRA" "LTB072017" 2016-07-20 "022 BCV" "LTBS00717-0014" 2017-07-19 364 5 280884000 94.2979 94.582 94.3447595 0 0 5.928357894
"TIF" "TIF012026" 2016-07-21 "022 BCV" "DPBS00760-0034" 2026-01-08 3458 1 41860000 117 117 117 15 4 11.96027325
"VEBONO" "VEBONO032031" 2016-07-21 "022 BCV" "DPBS02207-0016" 2031-03-13 5348 3 319143704 113.7813 114.25 113.9787747 15.89 4 13.65433192
"TIF" "TIF022032" 2016-07-21 "022 BCV" "DPBS02207-0043" 2032-02-19 5691 12 316959000 100.0313 109 105.6090626 14.5 4 13.61352475
"VEBONO" "VEBONO062032" 2016-07-21 "022 BCV" "DPBS02207-0052" 2032-06-17 5810 7 198626000 100.45 109 106.0416028 14.88 4 13.91640007
"LETRA" "LTB112016" 2016-07-21 "022 BCV" "LTBS01116-0036" 2016-11-02 104 3 140500000 98.5373 98.6008 98.56641868 0 0 5.034571543
"VEBONO" "VEBONO032027" 2016-07-22 "022 BCV" "DPBS00760-0061" 2027-03-11 3884 3 499068000 118.15 120.5 119.3 16 4 12.65623791
"VEBONO" "VEBONO042028" 2016-07-22 "022 BCV" "DPBS01632-0039" 2028-04-20 4290 1 127399000 119.78 119.78 119.78 16.1 4 12.806587
"TIF" "TIF022029" 2016-07-22 "022 BCV" "DPBS01632-0020" 2029-02-15 4591 1 150396000 120.39 120.39 120.39 15.5 4 12.27983544
"VEBONO" "VEBONO052029" 2016-07-22 "022 BCV" "DPBS01632-0057" 2029-05-10 4675 11 1738424000 114.14 121.7813 120.3236223 16.04 4 12.77855377
"VEBONO" "VEBONO032031" 2016-07-22 "022 BCV" "DPBS02207-0016" 2031-03-13 5347 1 91682852 114.2813 114.2813 114.2813 15.89 4 13.61110615
"TIF" "TIF022032" 2016-07-22 "022 BCV" "DPBS02207-0043" 2032-02-19 5690 3 531173000 100.4813 108.6 102.3543029 14.5 4 14.10952018
"VEBONO" "VEBONO062032" 2016-07-22 "022 BCV" "DPBS02207-0052" 2032-06-17 5809 6 752266000 100.4813 109.75 104.3616244 14.88 4 14.17068558
"VEBONO" "VEBONO032027" 2016-07-25 "022 BCV" "DPBS00760-0061" 2027-03-11 3881 1 166356000 120.7 120.7 120.7 16 4 12.44514548
"VEBONO" "VEBONO052029" 2016-07-25 "022 BCV" "DPBS01632-0057" 2029-05-10 4672 1 82507000 121.625 121.625 121.625 16.04 4 12.5993768
"TIF" "TIF022032" 2016-07-25 "022 BCV" "DPBS02207-0043" 2032-02-19 5687 2 74074000 108.9687 109 108.98435 14.5 4 13.12454516
"VEBONO" "VEBONO062032" 2016-07-25 "022 BCV" "DPBS02207-0052" 2032-06-17 5806 3 352656000 109.1 109.3813 109.2771 14.88 4 13.44429182
"TIF" "TIF042019" 2016-07-26 "022 BCV" "DPBS08772-0026" 2019-04-18 996 1 104487202 121.3 121.3 121.3 16 4 7.296696584
"TIF" "TIF112019" 2016-07-26 "022 BCV" "DPBS09115-0024" 2019-11-21 1213 1 9.3e+07 123.46 123.46 123.46 16 4 7.872500609
"VEBONO" "VEBONO032027" 2016-07-26 "022 BCV" "DPBS00760-0061" 2027-03-11 3880 1 166356000 120.7313 120.7313 120.7313 16 4 12.44009265
"TIF" "TIF032028" 2016-07-26 "022 BCV" "DPBS01632-0011" 2028-03-30 4265 1 6e+07 118.25 118.25 118.25 15.25 4 12.27332948
"VEBONO" "VEBONO052029" 2016-07-26 "022 BCV" "DPBS01632-0057" 2029-05-10 4671 1 82507000 121.6563 121.6563 121.6563 16.04 4 12.59491605
"VEBONO" "VEBONO032031" 2016-07-26 "022 BCV" "DPBS02207-0016" 2031-03-13 5343 2 2e+08 113.25 114 113.625 15.89 4 13.70427037
"LETRA" "LTB102016" 2016-07-26 "022 BCV" "LTBS01016-0019" 2016-10-19 85 1 80500000 98.8332 98.8332 98.8332 0 0 5.000082135
"TIF" "TIF042019" 2016-07-27 "022 BCV" "DPBS08772-0026" 2019-04-18 995 2 208974404 121.3313 121.3938 121.36255 16 4 7.266790188
"TIF" "TIF112019" 2016-07-27 "022 BCV" "DPBS09115-0024" 2019-11-21 1212 2 1.86e+08 123.4913 123.5538 123.52255 16 4 7.848330594
"TIF" "TIF032028" 2016-07-27 "022 BCV" "DPBS01632-0011" 2028-03-30 4264 1 50465000 118.25 118.25 118.25 15.25 4 12.27300378
"TIF" "TIF022029" 2016-07-27 "022 BCV" "DPBS01632-0020" 2029-02-15 4586 1 43069000 126.85 126.85 126.85 15.5 4 11.43123904
"TIF" "TIF022030" 2016-07-27 "022 BCV" "DPBS01632-0048" 2030-02-28 4964 1 61479000 129.8 129.8 129.8 15.65 4 11.31606646
"VEBONO" "VEBONO032031" 2016-07-27 "022 BCV" "DPBS02207-0016" 2031-03-13 5342 1 1e+08 114.25 114.25 114.25 15.89 4 13.61486744
"TIF" "TIF022032" 2016-07-27 "022 BCV" "DPBS02207-0043" 2032-02-19 5685 3 695825000 102.0313 108.8 103.9408136 14.5 4 13.86465711
"TIF" "TIF032032" 2016-07-27 "022 BCV" "DPBS02207-0034" 2032-03-25 5720 1 119202000 109 109 109 15.25 4 13.82245798
"VEBONO" "VEBONO062032" 2016-07-27 "022 BCV" "DPBS02207-0052" 2032-06-17 5804 2 341975000 105 108.5 105.8240544 14.88 4 13.9485614
"LETRA" "LTB112016" 2016-07-27 "022 BCV" "LTBS01116-0027" 2016-11-09 105 3 1.85e+08 98.5313 98.5658 98.54998919 0 0 5.044613072
"TIF" "TIF112016" 2016-07-28 "022 BCV" "DPBS07989-0054" 2016-11-18 113 1 6.4e+07 103.9 103.9 103.9 18 4 4.835891305
"VEBONO" "VEBONO022024" 2016-07-28 "022 BCV" "DPBS00760-0025" 2024-02-22 2765 1 4.8e+07 123.6536 123.6536 123.6536 15.84 4 11.15231785
"TIF" "TIF012026" 2016-07-28 "022 BCV" "DPBS00760-0034" 2026-01-08 3451 2 7.4e+07 117.15 126.91 123.217027 15 4 11.00208289
"TIF" "TIF032028" 2016-07-28 "022 BCV" "DPBS01632-0011" 2028-03-30 4263 1 324165678 125.4819 125.4819 125.4819 15.25 4 11.28214974
"TIF" "TIF022029" 2016-07-28 "022 BCV" "DPBS01632-0020" 2029-02-15 4585 3 343861000 120.4176 126.8813 121.481913 15.5 4 12.13054333
"VEBONO" "VEBONO052029" 2016-07-28 "022 BCV" "DPBS01632-0057" 2029-05-10 4669 2 346820000 114.1449 114.75 114.44745 16.04 4 13.62260446
"TIF" "TIF022030" 2016-07-28 "022 BCV" "DPBS01632-0048" 2030-02-28 4963 2 463965000 129.7 129.8313 129.7173983 15.65 4 11.32557626
"VEBONO" "VEBONO032031" 2016-07-28 "022 BCV" "DPBS02207-0016" 2031-03-13 5341 2 290701000 114.2813 116.2222 115.554538 15.89 4 13.43087522
"TIF" "TIF022032" 2016-07-28 "022 BCV" "DPBS02207-0043" 2032-02-19 5684 10 891069000 100.25 114.5814 111.3882915 14.5 4 12.79074737
"TIF" "TIF032032" 2016-07-28 "022 BCV" "DPBS02207-0034" 2032-03-25 5719 1 119202000 113 113 113 15.25 4 13.25502783
"VEBONO" "VEBONO062032" 2016-07-28 "022 BCV" "DPBS02207-0052" 2032-06-17 5803 9 724176000 100.25 109 104.9400439 14.88 4 14.08200212
"TIF" "TIF042018" 2016-07-29 "022 BCV" "DPBS08773-0016" 2018-04-12 622 3 3.2e+08 120 127.45 120.465625 18 4 5.323468383
"VEBONO" "VEBONO032019" 2016-07-29 "022 BCV" "DPBS08773-0043" 2019-03-28 972 1 66421000 128.9582 128.9582 128.9582 15.04 4 3.582173906
"TIF" "TIF032022" 2016-07-29 "022 BCV" "DPBS09345-0041" 2022-03-03 2043 1 60868904 130.1314 130.1314 130.1314 16 4 9.057625578
"VEBONO" "VEBONO012023" 2016-07-29 "022 BCV" "DPBS09345-0032" 2023-01-19 2365 3 41110000 111 123.0565 114.2500296 15.47 4 12.23242998
"VEBONO" "VEBONO022024" 2016-07-29 "022 BCV" "DPBS00760-0025" 2024-02-22 2764 4 2.36e+08 123.6849 128 125.6641966 15.84 4 10.81144312
"VEBONO" "VEBONO042024" 2016-07-29 "022 BCV" "DPBS09347-0012" 2024-04-18 2820 2 31334150 112.5 116 114.25 15.72 4 12.77192158
"TIF" "TIF012026" 2016-07-29 "022 BCV" "DPBS00760-0034" 2026-01-08 3450 2 9.2e+07 126.9413 127.0038 126.97255 15 4 10.45657857
"TIF" "TIF032028" 2016-07-29 "022 BCV" "DPBS01632-0011" 2028-03-30 4262 2 394165678 115.5 125.4819 123.7092114 15.25 4 11.51666881
"VEBONO" "VEBONO042028" 2016-07-29 "022 BCV" "DPBS01632-0039" 2028-04-20 4283 6 415719000 119.8113 127.15 121.2694703 16.1 4 12.59043755
"TIF" "TIF022029" 2016-07-29 "022 BCV" "DPBS01632-0020" 2029-02-15 4584 1 39500000 114.8 114.8 114.8 15.5 4 13.06910263
"TIF" "TIF022030" 2016-07-29 "022 BCV" "DPBS01632-0048" 2030-02-28 4962 3 534726000 120.5 129.7 127.4866272 15.65 4 11.59365095
"TIF" "TIF032031" 2016-07-29 "022 BCV" "DPBS02207-0025" 2031-03-13 5340 1 193670000 111.5 111.5 111.5 15 4 13.19966151
"VEBONO" "VEBONO032031" 2016-07-29 "022 BCV" "DPBS02207-0016" 2031-03-13 5340 5 330701000 113.25 116.2378 115.2672964 15.89 4 13.47093679
"TIF" "TIF022032" 2016-07-29 "022 BCV" "DPBS02207-0043" 2032-02-19 5683 9 1087006000 100.2813 114.597 110.904721 14.5 4 12.85690536
"VEBONO" "VEBONO062032" 2016-07-29 "022 BCV" "DPBS02207-0052" 2032-06-17 5802 8 1624362000 100.2813 110 107.5084545 14.88 4 13.69905259
"TIF" "TIF042018" 2016-08-01 "022 BCV" "DPBS08773-0016" 2018-04-12 619 1 2e+07 127.3 127.3 127.3 18 4 1.625100374
"VEBONO" "VEBONO032019" 2016-08-01 "022 BCV" "DPBS08773-0043" 2019-03-28 969 1 66421000 128.8329 128.8329 128.8329 15.04 4 3.59533205
"TIF" "TIF032028" 2016-08-01 "022 BCV" "DPBS01632-0011" 2028-03-30 4259 1 7e+07 115.5 115.5 115.5 15.25 4 12.67200758
"VEBONO" "VEBONO042028" 2016-08-01 "022 BCV" "DPBS01632-0039" 2028-04-20 4280 1 4e+07 127.15 127.15 127.15 16.1 4 11.78312114
"TIF" "TIF022029" 2016-08-01 "022 BCV" "DPBS01632-0020" 2029-02-15 4581 1 39500000 114.8 114.8 114.8 15.5 4 13.06871977
"TIF" "TIF022032" 2016-08-01 "022 BCV" "DPBS02207-0043" 2032-02-19 5680 3 188462000 106.727 106.8 106.7460634 14.5 4 13.44598812
"VEBONO" "VEBONO062032" 2016-08-01 "022 BCV" "DPBS02207-0052" 2032-06-17 5799 1 37037000 106.8 106.8 106.8 14.88 4 13.80298699
"TIF" "TIF032022" 2016-08-02 "022 BCV" "DPBS09345-0041" 2022-03-03 2039 1 60363060 130.1314 130.1314 130.1314 16 4 9.048734499
"TIF" "TIF032031" 2016-08-02 "022 BCV" "DPBS02207-0025" 2031-03-13 5336 2 387340000 111.52 111.55 111.535 15 4 13.19427357
"TIF" "TIF022032" 2016-08-02 "022 BCV" "DPBS02207-0043" 2032-02-19 5679 1 75498000 108.9 108.9 108.9 14.5 4 13.1362944
"TIF" "TIF022032" 2016-08-03 "022 BCV" "DPBS02207-0043" 2032-02-19 5678 4 93848000 108.9 109.5 109.1460066 14.5 4 13.10153479
"LETRA" "LTB112016" 2016-08-03 "022 BCV" "LTBS01116-0018" 2016-11-16 105 3 2.25e+08 98.5608 98.5623 98.5618 0 0 5.002923474
"VEBONO" "VEBONO022024" 2016-08-04 "022 BCV" "DPBS00760-0025" 2024-02-22 2758 1 32114000 128.3294 128.3294 128.3294 15.84 4 10.36540173
"VEBONO" "VEBONO042024" 2016-08-04 "022 BCV" "DPBS09347-0012" 2024-04-18 2814 1 32114264 128.6962 128.6962 128.6962 15.72 4 10.26850344
"TIF" "TIF012026" 2016-08-04 "022 BCV" "DPBS00760-0034" 2026-01-08 3444 1 1e+08 120 120 120 15 4 11.48356461
"TIF" "TIF022029" 2016-08-04 "022 BCV" "DPBS01632-0020" 2029-02-15 4578 1 150396000 121.0313 121.0313 121.0313 15.5 4 12.18988719
"VEBONO" "VEBONO052029" 2016-08-04 "022 BCV" "DPBS01632-0057" 2029-05-10 4662 1 173410000 114.7813 114.7813 114.7813 16.04 4 13.57214536
"TIF" "TIF022032" 2016-08-04 "022 BCV" "DPBS02207-0043" 2032-02-19 5677 5 119801000 100.25 106.8 104.3182556 14.5 4 13.80746533
"VEBONO" "VEBONO062032" 2016-08-04 "022 BCV" "DPBS02207-0052" 2032-06-17 5796 9 586482000 100.25 109.55 108.3390083 14.88 4 13.57801795
"LETRA" "LTB112016" 2016-08-04 "022 BCV" "LTBS01116-0027" 2016-11-09 97 1 6.3e+07 92.28 92.28 92.28 0 0 31.0484898
"TIF" "TIF042018" 2016-08-05 "022 BCV" "DPBS08773-0016" 2018-04-12 615 3 408952859 120 122.8068 120.7477852 18 4 5.042058007
"VEBONO" "VEBONO012020" 2016-08-05 "022 BCV" "DPBS08771-0018" 2020-01-02 1245 1 39254976 126.1415 126.1415 126.1415 15.28 4 6.624514159
"TIF" "TIF022032" 2016-08-05 "022 BCV" "DPBS02207-0043" 2032-02-19 5676 1 37037000 100.2813 100.2813 100.2813 14.5 4 14.43989241
"VEBONO" "VEBONO062032" 2016-08-05 "022 BCV" "DPBS02207-0052" 2032-06-17 5795 3 482888000 100.2813 110.25 109.2357645 14.88 4 13.44934098
"LETRA" "LTB112016" 2016-08-05 "022 BCV" "LTBS01116-0027" 2016-11-09 96 1 6.3e+07 92.31 92.31 92.31 0 0 31.239844
"VEBONO" "VEBONO032019" 2016-08-08 "022 BCV" "DPBS08773-0043" 2019-03-28 962 1 10592000 112.5 112.5 112.5 15.04 4 9.586619692
